587,gid587,-36,-8,0
588,gid588,-36,-4,0
589,gid589,-36,0,0
590,gid590,-36,4,0
591,gid591,-36,8,0
592,gid592,-36,12,0
593,gid593,-36,16,0
594,gid594,-36,20,0
595,gid595,-36,24,0
596,gid596,-36,28,0
597,gid597,-36,32,0
598,gid598,-36,36,0
599,gid599,-36,40,0
600,gid600,-36,44,0
601,gid601,-36,48,0
602,gid602,-36,52,0
603,gid603,-36,56,0
604,gid604,-36,60,0
605,gid605,-36,64,0
606,gid606,-36,68,0
607,gid607,-36,72,0
608,gid608,-36,76,0
609,gid609,-36,80,0
610,gid610,-36,84,0
611,gid611,-36,88,0
612,gid612,-36,92,0
613,gid613,-36,96,0
614,gid614,-36,100,0
615,gid615,-36,104,0
616,gid616,-36,108,0
617,gid617,-36,112,0
618,gid618,-36,116,0
619,gid619,-36,120,0
620,gid620,-36,124,0
621,gid621,-36,128,0
622,gid622,-36,132,0
623,gid623,-36,136,0
624,gid624,-36,140,0
625,gid625,-36,144,0
626,gid626,-36,148,0
627,gid627,-36,152,0
628,gid628,-36,156,0
629,gid629,-36,160,0
630,gid630,-36,164,0
631,gid631,-36,168,0
632,gid632,-36,172,0
633,gid633,-36,176,0
634,gid634,-32,-180,0
635,gid635,-32,-176,0
636,gid636,-32,-172,0
637,gid637,-32,-168,0
638,gid638,-32,-164,0
639,gid639,-32,-160,0
640,gid640,-32,-156,0
641,gid641,-32,-152,0
642,gid642,-32,-148,0
643,gid643,-32,-144,0
644,gid644,-32,-140,0
645,gid645,-32,-136,0
646,gid646,-32,-132,0
647,gid647,-32,-128,0
648,gid648,-32,-124,0
649,gid649,-32,-120,0
650,gid650,-32,-116,0
651,gid651,-32,-112,0
652,gid652,-32,-108,0
653,gid653,-32,-104,0
654,gid654,-32,-100,0
655,gid655,-32,-96,0
656,gid656,-32,-92,0
657,gid657,-32,-88,0
658,gid658,-32,-84,0
659,gid659,-32,-80,0
660,gid660,-32,-76,0
661,gid661,-32,-72,0
662,gid662,-32,-68,0
663,gid663,-32,-64,0
664,gid664,-32,-60,0
665,gid665,-32,-56,0
666,gid666,-32,-52,0
667,gid667,-32,-48,0
668,gid668,-32,-44,0
669,gid669,-32,-40,0
670,gid670,-32,-36,0
671,gid671,-32,-32,0
672,gid672,-32,-28,0
673,gid673,-32,-24,0
674,gid674,-32,-20,0
675,gid675,-32,-16,0
676,gid676,-32,-12,0
677,gid677,-32,-8,0
678,gid678,-32,-4,0
679,gid679,-32,0,0
680,gid680,-32,4,0
681,gid681,-32,8,0
682,gid682,-32,12,0
683,gid683,-32,16,0
684,gid684,-32,20,0
685,gid685,-32,24,0
686,gid686,-32,28,0
687,gid687,-32,32,0
688,gid688,-32,36,0
689,gid689,-32,40,0
690,gid690,-32,44,0
691,gid691,-32,48,0
692,gid692,-32,52,0
693,gid693,-32,56,0
694,gid694,-32,60,0
695,gid695,-32,64,0
696,gid696,-32,68,0
697,gid697,-32,72,0
698,gid698,-32,76,0
699,gid699,-32,80,0
700,gid700,-32,84,0
701,gid701,-32,88,0
702,gid702,-32,92,0
703,gid703,-32,96,0
704,gid704,-32,100,0
705,gid705,-32,104,0
706,gid706,-32,108,0
707,gid707,-32,112,0
708,gid708,-32,116,0
709,gid709,-32,120,0
710,gid710,-32,124,0
711,gid711,-32,128,0
712,gid712,-32,132,0
713,gid713,-32,136,0
714,gid714,-32,140,0
715,gid715,-32,144,0
716,gid716,-32,148,0
717,gid717,-32,152,0
718,gid718,-32,156,0
719,gid719,-32,160,0
720,gid720,-32,164,0
721,gid721,-32,168,0
722,gid722,-32,172,0
723,gid723,-32,176,0
724,gid724,-28,-180,0
725,gid725,-28,-176,0
726,gid726,-28,-172,0
727,gid727,-28,-168,0
728,gid728,-28,-164,0
729,gid729,-28,-160,0
730,gid730,-28,-156,0
731,gid731,-28,-152,0
732,gid732,-28,-148,0
733,gid733,-28,-144,0
734,gid734,-28,-140,0
735,gid735,-28,-136,0
736,gid736,-28,-132,0
737,gid737,-28,-128,0
738,gid738,-28,-124,0
739,gid739,-28,-120,0
740,gid740,-28,-116,0
741,gid741,-28,-112,0
742,gid742,-28,-108,0
743,gid743,-28,-104,0
744,gid744,-28,-100,0
745,gid745,-28,-96,0
746,gid746,-28,-92,0
747,gid747,-28,-88,0
748,gid748,-28,-84,0
749,gid749,-28,-80,0
750,gid750,-28,-76,0
751,gid751,-28,-72,0
752,gid752,-28,-68,0
753,gid753,-28,-64,0
754,gid754,-28,-60,0
755,gid755,-28,-56,0
756,gid756,-28,-52,0
757,gid757,-28,-48,0
758,gid758,-28,-44,0
759,gid759,-28,-40,0
760,gid760,-28,-36,0
761,gid761,-28,-32,0
762,gid762,-28,-28,0
763,gid763,-28,-24,0
764,gid764,-28,-20,0
765,gid765,-28,-16,0
766,gid766,-28,-12,0
767,gid767,-28,-8,0
768,gid768,-28,-4,0
769,gid769,-28,0,0
770,gid770,-28,4,0
771,gid771,-28,8,0
772,gid772,-28,12,0
773,gid773,-28,16,0
774,gid774,-28,20,0
775,gid775,-28,24,0
776,gid776,-28,28,0
777,gid777,-28,32,0
778,gid778,-28,36,0
779,gid779,-28,40,0
780,gid780,-28,44,0
781,gid781,-28,48,0
782,gid782,-28,52,0
783,gid783,-28,56,0
784,gid784,-28,60,0
785,gid785,-28,64,0
786,gid786,-28,68,0
787,gid787,-28,72,0
788,gid788,-28,76,0
789,gid789,-28,80,0
790,gid790,-28,84,0
791,gid791,-28,88,0
792,gid792,-28,92,0
793,gid793,-28,96,0
794,gid794,-28,100,0
795,gid795,-28,104,0
796,gid796,-28,108,0
797,gid797,-28,112,0
798,gid798,-28,116,0
799,gid799,-28,120,0
800,gid800,-28,124,0
801,gid801,-28,128,0
802,gid802,-28,132,0
803,gid803,-28,136,0
804,gid804,-28,140,0
805,gid805,-28,144,0
806,gid806,-28,148,0
807,gid807,-28,152,0
808,gid808,-28,156,0
809,gid809,-28,160,0
810,gid810,-28,164,0
811,gid811,-28,168,0
812,gid812,-28,172,0
813,gid813,-28,176,0
814,gid814,-24,-180,0
815,gid815,-24,-176,0
816,gid816,-24,-172,0
